Title,ID
"Bhagavatam - 2.1.8-21 ( Book 2, Chapter 1, Verse 8-21)",F7960_UQ-vU&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=37
"Bhagavatam - 2.2.22-34 ( Book 2, Chapter 2, Verse 22)",72UKGqcczUc&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=36
"Bhagavatam - 2.2.35 - 2.3.25 ( Book 2, Chapter 2, Verse 35 - Chapter 3, verse 25)",84CKAgDBoeU&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=35
"Bhagavatam - 2.4.1-25 ( Book 2, Chapter 4, verse 1-25)",TODVrl0DhVI&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=34
"Bhagavatam - 2.4.1 ( Book 2, Chapter 5 verse 1)",j0fEaDTmRxE&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=33
"Bhagavatam - 2.5.21 ( Book 2, Chapter 5 verse 21)",5Ok0h3DgawM&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=32
"Bhagavatam - 2.5.21 ( Book 2, Chapter 5 verse 21)",UdHt4ErkuQM&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=31
"Bhagavatam - 2.7 ( Book 2, 7 Chapter)",99vHl4EJJe4&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=30
"Bhagavatam - 2.8 ( Book 2, 8 Chapter)",jcCA_gh_IyY&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=29
"Bhagavatam - 2.8.22 ( Book 2, Chapter 8, verse 22 -to- Chapter 9 verse 23)",xxS8VpvW79w&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=28
"Bhagavatam - 2.9.24 ( Book 2, Chapter 9, verse 24)",IUNtg-UFe5I&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=27
"Bhagavatam - 2.9.1 - 30 ( Book 2, Chapter 10 , verse 1- 30)",JU543Y71JB4&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=26
"Bhagavatam - 2.10.34 - 3. 1. 23 (Book 2, Chapter 10 verse 34 - Book 3, Chapter 1, verse 23)",RaeNPVB2a0c&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=25
"Bhagavatam - 3.1.24 - ( Book 3, Chapter 1, verse 24)",QqsWkKPpcEo&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=24
"Bhagavatam - 3.3.1 - ( Book 3, Chapter 3, verse 1",wSbxcxoW2pY&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=23
"Bhagavatam - 3.4.1 - ( Book 3, Chapter 4, verse 1",5BEdlNxud28&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=22
"Bhagavatam - 3.5.1-26 - ( Book 3, Chapter 5 verse 1-26)",0j4dpNU5H-s&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=21
"Bhagavatam - 3.5.1-2 7- ( Book 3, Chapter 5 verse 27- 42 )",kRRXSR5lCK8&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=20
Bhagavatam - 3.5.42 - 3.6.9,wHW_F9XDjOs&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=19
"Bhagavatam - 3.6.10 - ( Book 3, Chapter 6 verse 10)",KW_gjXnJeKU&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=18
"Bhagavatam - 3.7.1 - ( Book 3, Chapter 7 verse 1)",rW1MKmP5zp4&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=17
"Bhagavatam - 3.7.26 -3.8.22 ( Book 3, Chapter 7 verse 26)",egE4N4lnXUo&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=16
"Bhagavatam - 3.8.23 -3.9.10 ( Book 3, Chapter 8 verse 23)",LTMJLVAoKig&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=15
"Bhagavatam - 3.9.12 -3.10.1 ( Book 3, Chapter 9 verse 12)",C3UFUl74BzA&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=14
"Bhagavatam - 3.10.10 - 3.12.20 ( Book 3, Chapter 10 verse 10)",gFFAD_cWCyU&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=13
"Bhagavatam - 3.12.21 - 3.13.50 ( Book 3, Chapter 12 verse 21)",6eXXpuhKERo&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=12
"Bhagavatam - 3.14.1 - 3.15.31 ( Book 3, Chapter 14 verse 1)",qVkxo34pQBA&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=11
"Bhagavatam - 3.15.32 ( Book 3, Chapter 15 verse 32)",WUa64ar2KA8&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=10
"Bhagavatam - 3.16.13 ( Book 3, Chapter 16 verse 13)",CQS_Y9P0U-8&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=9
"Bhagavatam - 3.17.1 ( Book 3, Chapter 17 verse 1)",lbTxF-Shp48&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=8
"Bhagavatam - 3.18.5 ( Book 3, Chapter 18 verse 5 )",hkWbHkjNlnI&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=7
"Bhagavatam - 3.20.1 ( Book 3, Chapter 20 verse 1 )",Mr0iDrVcPsA&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=6
"Bhagavatam - 3.21.9 ( Book 3, Chapter 20 verse 1 )",ooXVuSB76ns&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=5
"Bhagavatam - 3.24.1 ( Book 3, Chapter 24 verse 1 )",5HUNM0AN_2U&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=4
"Bhagavatam - 3.25.1 ( Book 3, Chapter 25 verse 1 )",7BJt8mQ6PVo&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=3
"Bhagavatam - 3.25.25 ( Book 3, Chapter 25 verse 25 )",kNsR0Kz868s&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=2
"Bhagavatam - 3.26.1 ( Book 3, Chapter 26 verse 1)",-GGYvy9giSM&list=PLBh-iYJ1Q_hTJhgsU5D8Rn8WdC3jTjB-T&index=1
