Questions,Timestamp
" What happens to the reflected consciousness after death, and after enlightenment?",https://www.youtube.com/watch?v=s3TzA-r43X8&t=310s
 What is my swadharma?,https://www.youtube.com/watch?v=s3TzA-r43X8&t=1150s
What is the difference between the knower and the witness?,https://www.youtube.com/watch?v=s3TzA-r43X8&t=2120s
" Where does Sri Ramakrishna stand in the triad of Iswara, Jiva, and Jagat?",https://www.youtube.com/watch?v=s3TzA-r43X8&t=2480s
 Is enlightenment a gradual process or a “wow” moment?,https://www.youtube.com/watch?v=s3TzA-r43X8&t=3075s
 What is Shraddha?,https://www.youtube.com/watch?v=s3TzA-r43X8&t=3760s
 Is there any overlap between psychotherapy and Vedanta?,https://www.youtube.com/watch?v=s3TzA-r43X8&t=4533s
"If the Self is the only reality, who is the doer?",https://www.youtube.com/watch?v=M-O0xsKKODo&t=215s
" How can it be said that Self is free, and yet all beings are in the Self?",https://www.youtube.com/watch?v=M-O0xsKKODo&t=725s
What is the role of psychedelics in mystical experience?,https://www.youtube.com/watch?v=M-O0xsKKODo&t=1644s
 Why is the path of Bhakti supposed to be dualistic?,https://www.youtube.com/watch?v=M-O0xsKKODo&t=2370s
 Why is fear of God discussed in religion?,https://www.youtube.com/watch?v=M-O0xsKKODo&t=3065s
 How can we deal with thoughts of dispassion towards the world?,https://www.youtube.com/watch?v=M-O0xsKKODo&t=3447s
" How can realization occur in the mind, if the mind is actually false?",https://www.youtube.com/watch?v=_HVtoK5-IIE&t=125s
" If I am pure consciousness, why do unwanted situations appear to me?",https://www.youtube.com/watch?v=_HVtoK5-IIE&t=411s
" Is it true that the ""ego"" consciousness sets the wheel of karma in motion?",https://www.youtube.com/watch?v=_HVtoK5-IIE&t=943s
How can we make the leap from the individual to the universal consciousness?,https://www.youtube.com/watch?v=_HVtoK5-IIE&t=1228s
 How is bliss the same as existence and consciousness?,https://www.youtube.com/watch?v=_HVtoK5-IIE&t=2433s
" If Brahman through Maya becomes God, why surrender to God?",https://www.youtube.com/watch?v=_HVtoK5-IIE&t=3000s
How can I turn intellectual realization into a living reality?,https://www.youtube.com/watch?v=_HVtoK5-IIE&t=3435s
 Can science lead us to the ultimate truth?,https://www.youtube.com/watch?v=_HVtoK5-IIE&t=4047s
" The path of Raja Yoga allows us to ""turn off"" the world and see the ultimate reality. Is this superior to the path of Jnana Yoga?",https://www.youtube.com/watch?v=_HVtoK5-IIE&t=4747s
 What separates the individual soul from Brahman?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=111s
 Can the self be self-aware without mind or object?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=533s
 You have said that maya projects the universe and veils the truth.  Is this the same as the Samkhya philosophy?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=986s
What is the closest concept in Vedanta to the ideas of the spirit and the soul?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=1550s
 Is Advaita Vedanta escapism?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=2379s
Is Vedanta the same as subjective idealism?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=2889s
 How can I be sure that consciousness is not manufactured by the brain?,https://www.youtube.com/watch?v=Yej6AY0KNN4&t=3315s
What is the role of the mind in self-realization?,https://www.youtube.com/watch?v=Bf45_kW2yI4&t=122s
How can deep sleep be an experience?,https://www.youtube.com/watch?v=Bf45_kW2yI4&t=2463s
" Is the ""I"" thought unique? How does investigating it lead to the Atman?",https://www.youtube.com/watch?v=Bf45_kW2yI4&t=2982s
How can we understand the real nature of the self?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=84s
How can we develop detachment from material pursuits?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=865s
 How is moksha defined in Vedanta?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=1078s
What is Vedantic meditation?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=1404s
How do I choose my ishta devata?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=1965s
How do we know that Brahman is the ultimate reality?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=2250s
"If everything is an appearance, how is karma kept track of?",https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=2504s
 Is it true that time and space are illusions?,https://www.youtube.com/watch?v=XY5ht6Y7WKs&t=3030s
 How does consciousness appear in all things?  What is needed to see this underlying truth?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=157s
How can we say there is consciousness in deep sleep?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=1140s
 Does the 7th mantra of the Mandukya Upanishad state that Turiya is not consciousness?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=1757s
"It is said that Brahman is existence-consciousness-bliss.  Is it fair to say that Brahman is existence, with consciousness and bliss?",https://www.youtube.com/watch?v=tnhl0sD0Whk&t=2195s
" If the universe appears in consciousness as a city appears in a mirror, is there something external to consciousness that appears in consciousness?",https://www.youtube.com/watch?v=tnhl0sD0Whk&t=2682s
 [Part 1]  How do we know if we are progressing in spiritual life?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=3387s
 [Part 2]  How can an enlightened person be recognized?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=3701s
 [Part 3]  What are some practical suggestions for practicing pratyahara (withdrawal from the external world)?,https://www.youtube.com/watch?v=tnhl0sD0Whk&t=3803s
 Is the awakening of the Kundalini and the recognition of our real nature as the spirit the same as Aparokshanubhuti?,https://www.youtube.com/watch?v=liHSgzovE9Y&t=123s
" If you are already Brahman, what is the purpose of a appearing as a sentient being and finding Brahman?",https://www.youtube.com/watch?v=liHSgzovE9Y&t=668s
 How do I know that this awareness that I am is the infinite?,https://www.youtube.com/watch?v=liHSgzovE9Y&t=1115s
 [Part 1] How do we have duality in experience when reality is non-dual?,https://www.youtube.com/watch?v=liHSgzovE9Y&t=1740s
" [Part 2] If Brahman is neutral, why does Brahman manifest?",https://www.youtube.com/watch?v=liHSgzovE9Y&t=2274s
" If Brahman cannot be experienced as an object, what kind of experience is there in Nirvikalpa Samadhi?",https://www.youtube.com/watch?v=liHSgzovE9Y&t=2848s
 Why do we believe there is one awareness and not many awarenesses?,https://www.youtube.com/watch?v=liHSgzovE9Y&t=3345s
 What does Vedanta say about justice in society?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=60s
 How do we drop identification with the body?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=975s
 Why does the Quran say that Prophet Muhammad is the last prophet?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=1615s
" If I am Brahman, who is under delusion? And If Brahman is fulfilled, what need does Brahman have for power? (Second question repeated at 42:05)",https://www.youtube.com/watch?v=dCRbTNNO4VM&t=2264s
What is Vedanta's approach to the Anatman of Buddhism?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=3066s
 Is the reflected consciousness the same as the pramata (the knower)?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=4585s
 How can the law of Karma explain the sudden loss of so many lives in the current pandemic?,https://www.youtube.com/watch?v=dCRbTNNO4VM&t=5132s
 What is the difference between individual and cosmic consciousness? How can we realize the reality of one consciousness?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=150s
  Why is private spirituality not spirituality?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=2058s
 I am in school and have lost interest in studies. I would rather seek the spiritual truths. What are my options?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=2365s
]How can the formless Brahman produce a universe of forms?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=2847s
 How can Brahman in Sri Ramakrishna's Vijnana Vedanta be beyond cause and effect if the universe is a real manifestation of shakti?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=3376s
  I was brought up in a christian tradition but have become interested in Vedanta.  Is is possible for a person to be pulled into Vedanta by no conscious effort?,https://www.youtube.com/watch?v=WsblD59Y4QA&t=4091s
 How to know the Self when It cannot be objectified? Is inference sufficient?,https://www.youtube.com/watch?v=yb8ZA6xvAYA&t=385s
"While we agree that waking, dreaming, and deep sleep are experienced in consciousness, why can't we say that they are real instead of unreal since they are indeed experienced?",https://www.youtube.com/watch?v=yb8ZA6xvAYA&t=1650s
" If the realization of atman is an experiential reality, then why is there a logical conflict between different spiritual traditions? Does it mean that the realized master's have different experiences?",https://www.youtube.com/watch?v=yb8ZA6xvAYA&t=2690s
" If consciousness illumines Maya, then why does it need the support of Maya to realize itself?",https://www.youtube.com/watch?v=yb8ZA6xvAYA&t=3275s
  1) To whom does enlightenment happen if we are already Brahman? 2) How can we be responsible for all the pain and suffering if we are already Brahman? 3) How can Brahman have no characteristics?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=307s
" If we have family, friends, and relationships can we also reach enlightenment? Can we have both?",https://www.youtube.com/watch?v=qsQAPIykUL0&t=2270s
How can Maya be both real and unreal?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=2465s
 How to reconcile the ultimate reality with Maya?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=2758s
A discussion on free will inspired by the Bhagavad Gita.,https://www.youtube.com/watch?v=qsQAPIykUL0&t=3260s
 1) Does the Vedanta philosophy evolve? 2) Do new insights from science get integrated?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=4073s
 Can you say more about the differences between Buddhist teaching and Vedanta teaching?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=4860s
 Can we not measure in a quantitative way how much we understand?,https://www.youtube.com/watch?v=qsQAPIykUL0&t=5658s
 How do desires transmigrate after death?,https://www.youtube.com/watch?v=swpSy6smh9o&t=8s
 A step-by-step examination of the challenges one faces in grasping the ‘Witness’,https://www.youtube.com/watch?v=swpSy6smh9o&t=710s
The spiritual heaven in Vedanta.,https://www.youtube.com/watch?v=swpSy6smh9o&t=1383s
 How to manifest the knowledge of Advaita?,https://www.youtube.com/watch?v=swpSy6smh9o&t=1516s
 Who made God?,https://www.youtube.com/watch?v=swpSy6smh9o&t=2760s
 Is consciousness present in non-living things? Are they also Brahman?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=33s
What is the nature of bliss? Is it dependent on the mind? Does a pure being experience bliss all the time?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=738s
 Does your liberation depend upon your karma?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=1575s
 Does the presence of Maya imply duality?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=1910s
 Does suffering bring us closer to spirituality? Can people who are mentally week resort to spirituality as an escape route?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=2185s
 Is it difficult to stay in the non-dual path when the path of knowledge is considered difficult to follow in the current age?,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=2805s
Advice for somebody who has experienced a flash of spiritual bliss and is trying to understand and sustain it.,https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=3565s
"Explain the verse from the Taittiriya Upanishad: ""He who is here in man and he who is in yonder sun—both are one.""",https://www.youtube.com/watch?v=TNWD7G1T9Rk&t=3776s
 Difference between the ego and the witness. Is consciousness a creation of the brain.,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=36s
"Difference between the views that the universe never existed vs the universe is brahman. If we are one consciousness, why do we react differently in different circumstances.",https://www.youtube.com/watch?v=UFRp9FYqQDw&t=1474s
" If I do not “exist”, how do I approach the demands of the world.",https://www.youtube.com/watch?v=UFRp9FYqQDw&t=2358s
How is it possible to attain God while living in the world? How do I choose a guru? Is enlightenment possible without mantra diksha?,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=2838s
 Distinguishing between vairagya (dispassion) and tamas (darkness). How to practice non-injury but still protect ourself?,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=3407s
Are your tendencies from past life part of a bigger purpose in the universe?,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=4100s
 What is Advaita Vedanta’s standpoint on karmic liability that leads to rebirth?,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=4780s
 Difference between Jnanindriyan and Buddhindriyan.,https://www.youtube.com/watch?v=UFRp9FYqQDw&t=5225s
" Do Sat, Chit, and Ananda refer to the same thing?",https://www.youtube.com/watch?v=UFRp9FYqQDw&t=5520s
How to overcome the fear of unknown and revel in the silence.,https://www.youtube.com/watch?v=QgThz6H8kSE&t=560s
" In Nirvanashatakam, bliss is first negated but then accepted. Which is it? Difference between Ananda and happiness.",https://www.youtube.com/watch?v=QgThz6H8kSE&t=1176s
 Do negative emotions persists after Enlightenment?,https://www.youtube.com/watch?v=QgThz6H8kSE&t=1727s
  Should we trust our own insights?,https://www.youtube.com/watch?v=QgThz6H8kSE&t=2890s
How to combine Vedantic meditation with the practice of Mantra meditation.,https://www.youtube.com/watch?v=QgThz6H8kSE&t=3028s
" How can the universe come out of nothing? Does Advaita Vedanta recognize an Omnipotent, Omniscient and Omnipresent God?",https://www.youtube.com/watch?v=QgThz6H8kSE&t=3500s
Which meditation should we practice - Vedantic or Mantra?,https://www.youtube.com/watch?v=QgThz6H8kSE&t=4218s
 Is the presence of a life force (Prana) an illusion?,https://www.youtube.com/watch?v=QgThz6H8kSE&t=4292s
How can one remember their past lives?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=33s
Are we many or one? Is ignorance in Brahman or java?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=403s
Different categories of spiritual seekers as per the Gita.,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=1196s
Is one’s attitude towards God a part of maya? How is it different for the liberated?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=1730s
How can I apply Vedanta to family life?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=2407s
 How can one be aware of ones desires bubbling up in the mind?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=3115s
 How to introduce the concept of Atman to children?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=3933s
 How can I establish my goals in life?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=4192s
 How do we contemplate and approach the topic of death?,https://www.youtube.com/watch?v=Zjb48bU5UGQ&t=4500s
 How does the One appear as the many? What is Maya?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=155s
Is awareness experienced as an object?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=1279s
Does Sri Ramakrishana’s Vijnana Vedanta imply dualism?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=2059s
 Is the Anahata Sound (unstruck sound) same as Brahman?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=2683s
Are the universe and the Absolute the same thing? Is the universe real?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=2900s
How can I be aware of my true nature at all times?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=3547s
 Dealing with disturbances during meditation.,https://www.youtube.com/watch?v=qWw5NupY8MA&t=4632s
 Is faith needed in Advaita Vedanta?,https://www.youtube.com/watch?v=qWw5NupY8MA&t=5375s
 Controlling the mind and turning it towards God.,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=37s
Understanding superconsciousness.,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=2017s
Need of a Guru and spiritual initiation (Mantra Diksha).,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=2658s
 Thoughts and the Cosmic Mind.,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=3270s
 How do we know if Advaita Vedanta is true?,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=3470s
 How do we know if consciousness is ever-present?,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=4575s
 Dealing with sleepiness during meditation.,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=5100s
God-centered vs. Self-enquiry based religions.,https://www.youtube.com/watch?v=i33Q_KCT0Cw&t=3685s
 What is the distinction between Mind and Intellect?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=28s
 Do I have any say in changing my character’s role in the world that is nothing but “God’s leela”?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=62s
How can I determine the spiritual practices in accordance to my temperamental tendency in the day to day life? What are the suggestions proposed by  Shree Ramakrishna and the Swamis of Ramakrishna order for the householders in connection to the spiritual growth and God realization?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=465s
 How do you think about Kriya-Yoga?  Would you recommend practicing this?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=892s
 Based on the discussion of Brahman & Universe with the reference of Pot & Clay analogy-,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=1085s
 Why does anything appear in pure consciousness at all?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=2081s
What is the nature of thread that connects the samskaras of one “Jeeva” even after death?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=2730s
" If we are all same, the witness consciousness or God how does the Law of Karma affect us?",https://www.youtube.com/watch?v=4nrlQxDmK_4&t=2755s
Why do you think Karma does not adequately explain evil & suffering?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=2778s
" Why, when and how did Karma start?",https://www.youtube.com/watch?v=4nrlQxDmK_4&t=4115s
 Is there any meeting point between visualization of goals or meditation and Karma Yoga?,https://www.youtube.com/watch?v=4nrlQxDmK_4&t=4840s
What is the recommended approach to teach “Vedanta” to the children?,https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=65s
Is the concept “Ekajeevavada” connected to the “Hard problem of Consciousness”?,https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=316s
Since it is a way to reach God by serving the suffered has God created suffering in this world? Is he not biased then?,https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=914s
 Is it the mind watching the thoughts without generating further thoughts (subsiding other thoughts) or is it the witness consciousness? If it’s mind why can’t watch the absence of thoughts in the Deep sleep state?,https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=1565s
" According to ‘Mandukya’, when try to focus on the sense of “I” find focusing on ‘Ego’ somewhere in the chest, who is sensing it?",https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=1969s
"The knowledge of “I” gives enormous peace, but how to live life in the light of this knowledge? How is it relevant in the struggle of life?",https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=2062s
What kind of tools be needed to lessen the guilt that felt if can’t serve your close people in the way it should be?,https://www.youtube.com/watch?v=Hc-Pm2HKhAQ&t=2766s
" Acharyas repeatedly say You are That Infinite Existence, I am the Awareness Absolute etc. Who is the """"I"""" and """"you"""" that the teaching is referring to? Whom or what experiences whom or what?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=48s
" What is """"citta""""? What is the difference between """"citta"""" and """"consciousness""""?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=523s
"Everything we do is prompted by thoughts, which are the functions of the mind. So how does one experience Consciousness in its purity without the mind?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=1108s
"What works the mind if Pure Consciousness is not affected by the material world, and is only the Witness? What is it that enjoys the senses, the body, or the mind?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=1637s
" a) Nirguna Brahman is manifested in a body. Who decides that body (as in the case of Sri Ramakrishna, other Avatars/Incarnations of God etc.)?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=1858s
"a) What makes the difference between the mind of Swami Vivekananda and my mind? If the mind of a saint is pure, what purified it? Did Pure Conciousness purfiy it?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=2265s
"When the body is damaged or dies, only this body stops working. Why does it lose its Consciousness?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=2543s
" How do memory or samskaras travel from one birth to another? If mind and body are destroyed, where does the samskara get stored?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=2701s
Does Awareness always need a vehicle for it to exist?,https://www.youtube.com/watch?v=z1KwhIl2H_E&t=2869s
 How do you avoid pride in the path of Advaita?,https://www.youtube.com/watch?v=z1KwhIl2H_E&t=3107s
"Shravana, manana, nidhidhyasana (hearing, pondering, assimilating). These constitute the method by which one realizes Brahman (if one has good fortune). If that happens, then one should be filled with Bliss. And if a person thinks that he has had that realization, but is not filled with Bliss, then one can conclude that he did not have the realization. Correct?",https://www.youtube.com/watch?v=z1KwhIl2H_E&t=3590s
